Date,Time,Power (FFT),Power (dBFS),Power (dBm),Tsys (K),Tsys0 (K),Tsource (K),Tb (K),Tsky (K),Sν (Jy),σTsys (K),σSsys (Jy),ΩA (sr),ΩS (sr),RA,Dec,l,b,Az,El,Vbcrs,Vlsr,Solar Flux (Jy),Air Temp (C),Sensor 1,Sensor 2,UTC,Az (Rot),El (Rot),Az Off (Rot),El Off (Rot),
2025-09-10,06:58:39.696,1.4383721236299607e-06,-58.421287536621094,,,,,,,,,,,,,,,,,,,,0,0,0,0,2025-09-09T20:58:39.696Z,,,,,
2025-09-10,07:00:05.423,1.4408934703169507e-06,-58.41368103027344,,,,,,,,,,,,,,,,,,,,0,0,0,0,2025-09-09T21:00:05.423Z,,,,,
2025-09-10,07:01:31.174,1.447397607989842e-06,-58.39412307739258,,,,,,,,,,,,,,,,,,,,0,0,0,0,2025-09-09T21:01:31.174Z,,,,,
2025-09-10,07:02:56.925,1.4424249457078986e-06,-58.4090690612793,,,,,,,,,,,,,,,,,,,,0,0,0,0,2025-09-09T21:02:56.925Z,,,,,
2025-09-10,07:04:22.676,1.4373729300132254e-06,-58.4243049621582,,,,,,,,,,,,,,,,,,,,0,0,0,0,2025-09-09T21:04:22.676Z,,,,,
2025-09-10,07:05:48.426,1.4375350474438164e-06,-58.4238166809082,,,,,,,,,,,,,,,,,,,,0,0,0,0,2025-09-09T21:05:48.426Z,,,,,
2025-09-10,07:07:14.177,1.4341500218506553e-06,-58.43405532836914,,,,,,,,,,,,,,,,,,,,0,0,0,0,2025-09-09T21:07:14.177Z,,,,,
2025-09-10,07:08:39.928,1.4335889773064991e-06,-58.435752868652344,,,,,,,,,,,,,,,,,,,,0,0,0,0,2025-09-09T21:08:39.928Z,,,,,
2025-09-10,07:10:05.679,1.4352325479194405e-06,-58.43077850341797,,,,,,,,,,,,,,,,,,,,0,0,0,0,2025-09-09T21:10:05.679Z,,,,,
2025-09-10,07:11:31.429,1.4357248119267751e-06,-58.42928695678711,,,,,,,,,,,,,,,,,,,,0,0,0,0,2025-09-09T21:11:31.429Z,,,,,
2025-09-10,07:12:57.180,1.4353346386997146e-06,-58.43046951293945,,,,,,,,,,,,,,,,,,,,0,0,0,0,2025-09-09T21:12:57.180Z,,,,,
2025-09-10,07:14:22.931,1.4323911727842642e-06,-58.43938446044922,,,,,,,,,,,,,,,,,,,,0,0,0,0,2025-09-09T21:14:22.931Z,,,,,
2025-09-10,07:15:48.681,1.4329240229926654e-06,-58.437767028808594,,,,,,,,,,,,,,,,,,,,0,0,0,0,2025-09-09T21:15:48.681Z,,,,,
2025-09-10,07:17:14.435,1.4317755585580016e-06,-58.44124984741211,,,,,,,,,,,,,,,,,,,,0,0,0,0,2025-09-09T21:17:14.435Z,,,,,
2025-09-10,07:18:40.183,1.4282862821346498e-06,-58.451847076416016,,,,,,,,,,,,,,,,,,,,0,0,0,0,2025-09-09T21:18:40.183Z,,,,,
2025-09-10,07:20:05.933,1.4258806686484604e-06,-58.45916748046875,,,,,,,,,,,,,,,,,,,,0,0,0,0,2025-09-09T21:20:05.933Z,,,,,
2025-09-10,07:21:31.684,1.42934959512786e-06,-58.44861602783203,,,,,,,,,,,,,,,,,,,,0,0,0,0,2025-09-09T21:21:31.684Z,,,,,
2025-09-10,07:22:57.435,1.4266921652961173e-06,-58.456695556640625,,,,,,,,,,,,,,,,,,,,0,0,0,0,2025-09-09T21:22:57.435Z,,,,,
2025-09-10,07:24:23.185,1.4181511005517677e-06,-58.4827766418457,,,,,,,,,,,,,,,,,,,,0,0,0,0,2025-09-09T21:24:23.185Z,,,,,
2025-09-10,07:25:48.936,1.4217548596207052e-06,-58.47175216674805,,,,,,,,,,,,,,,,,,,,0,0,0,0,2025-09-09T21:25:48.936Z,,,,,
2025-09-10,07:27:14.687,1.4256395388656529e-06,-58.459903717041016,,,,,,,,,,,,,,,,,,,,0,0,0,0,2025-09-09T21:27:14.687Z,,,,,
2025-09-10,07:28:40.437,1.4251198763304274e-06,-58.46148681640625,,,,,,,,,,,,,,,,,,,,0,0,0,0,2025-09-09T21:28:40.437Z,,,,,
2025-09-10,07:30:06.188,1.4196911024555448e-06,-58.47806167602539,,,,,,,,,,,,,,,,,,,,0,0,0,0,2025-09-09T21:30:06.188Z,,,,,
2025-09-10,07:31:31.939,1.420513058292272e-06,-58.475547790527344,,,,,,,,,,,,,,,,,,,,0,0,0,0,2025-09-09T21:31:31.939Z,,,,,
2025-09-10,07:32:57.689,1.4182799077389063e-06,-58.48237991333008,,,,,,,,,,,,,,,,,,,,0,0,0,0,2025-09-09T21:32:57.689Z,,,,,
2025-09-10,07:34:23.440,1.4147897218208527e-06,-58.493080139160156,,,,,,,,,,,,,,,,,,,,0,0,0,0,2025-09-09T21:34:23.440Z,,,,,
2025-09-10,07:35:49.191,1.4147668707664707e-06,-58.4931526184082,,,,,,,,,,,,,,,,,,,,0,0,0,0,2025-09-09T21:35:49.191Z,,,,,
2025-09-10,07:37:14.942,1.41286977850541e-06,-58.49897766113281,,,,,,,,,,,,,,,,,,,,0,0,0,0,2025-09-09T21:37:14.942Z,,,,,
2025-09-10,07:38:40.693,1.4117084674580838e-06,-58.50254821777344,,,,,,,,,,,,,,,,,,,,0,0,0,0,2025-09-09T21:38:40.693Z,,,,,
2025-09-10,07:40:06.443,1.4141327255856595e-06,-58.49509811401367,,,,,,,,,,,,,,,,,,,,0,0,0,0,2025-09-09T21:40:06.443Z,,,,,
2025-09-10,07:41:32.194,1.4160989394440548e-06,-58.48906326293945,,,,,,,,,,,,,,,,,,,,0,0,0,0,2025-09-09T21:41:32.194Z,,,,,
2025-09-10,07:42:57.945,1.4210049812390935e-06,-58.47404479980469,,,,,,,,,,,,,,,,,,,,0,0,0,0,2025-09-09T21:42:57.945Z,,,,,
2025-09-10,07:44:23.696,1.418491592630744e-06,-58.48173141479492,,,,,,,,,,,,,,,,,,,,0,0,0,0,2025-09-09T21:44:23.696Z,,,,,
