Date,Time,Power (FFT),Power (dBFS),Power (dBm),Tsys (K),Tsys0 (K),Tsource (K),Tb (K),Tsky (K),Sν (Jy),σTsys (K),σSsys (Jy),ΩA (sr),ΩS (sr),RA,Dec,l,b,Az,El,Vbcrs,Vlsr,Solar Flux (Jy),Air Temp (C),Sensor 1,Sensor 2,UTC,Az (Rot),El (Rot),Az Off (Rot),El Off (Rot),
2025-09-07,07:24:09.714,3.481983003439382e-05,-44.58173370361328,,,,,,,,,,,,,,,,,,,,0,0,0,0,2025-09-06T21:24:09.714Z,,,,,
2025-09-07,07:25:35.465,3.486257992335595e-05,-44.5764045715332,,,,,,,,,,,,,,,,,,,,0,0,0,0,2025-09-06T21:25:35.465Z,,,,,
2025-09-07,07:27:01.215,3.479942097328603e-05,-44.58427810668945,,,,,,,,,,,,,,,,,,,,0,0,0,0,2025-09-06T21:27:01.215Z,,,,,
2025-09-07,07:28:26.966,3.479644874460064e-05,-44.584651947021484,,,,,,,,,,,,,,,,,,,,0,0,0,0,2025-09-06T21:28:26.966Z,,,,,
2025-09-07,07:29:52.717,3.477275458863005e-05,-44.587608337402344,,,,,,,,,,,,,,,,,,,,0,0,0,0,2025-09-06T21:29:52.717Z,,,,,
2025-09-07,07:31:18.468,3.472599928500131e-05,-44.59345245361328,,,,,,,,,,,,,,,,,,,,0,0,0,0,2025-09-06T21:31:18.468Z,,,,,
2025-09-07,07:32:44.219,3.4701461117947474e-05,-44.59652328491211,,,,,,,,,,,,,,,,,,,,0,0,0,0,2025-09-06T21:32:44.219Z,,,,,
2025-09-07,07:34:09.969,3.458177889115177e-05,-44.61152648925781,,,,,,,,,,,,,,,,,,,,0,0,0,0,2025-09-06T21:34:09.969Z,,,,,
2025-09-07,07:35:35.720,3.449851647019386e-05,-44.62199401855469,,,,,,,,,,,,,,,,,,,,0,0,0,0,2025-09-06T21:35:35.720Z,,,,,
2025-09-07,07:37:01.471,3.445954280323349e-05,-44.62690353393555,,,,,,,,,,,,,,,,,,,,0,0,0,0,2025-09-06T21:37:01.471Z,,,,,
2025-09-07,07:38:27.222,3.436519909882918e-05,-44.63881301879883,,,,,,,,,,,,,,,,,,,,0,0,0,0,2025-09-06T21:38:27.222Z,,,,,
2025-09-07,07:39:52.972,3.4345426684012637e-05,-44.64131164550781,,,,,,,,,,,,,,,,,,,,0,0,0,0,2025-09-06T21:39:52.972Z,,,,,
2025-09-07,07:41:18.723,3.4300232073292136e-05,-44.647029876708984,,,,,,,,,,,,,,,,,,,,0,0,0,0,2025-09-06T21:41:18.723Z,,,,,
2025-09-07,07:42:44.474,3.426524926908314e-05,-44.65146255493164,,,,,,,,,,,,,,,,,,,,0,0,0,0,2025-09-06T21:42:44.474Z,,,,,
2025-09-07,07:44:10.224,3.43139108736068e-05,-44.64529800415039,,,,,,,,,,,,,,,,,,,,0,0,0,0,2025-09-06T21:44:10.224Z,,,,,
2025-09-07,07:45:35.975,3.44841209880542e-05,-44.623809814453125,,,,,,,,,,,,,,,,,,,,0,0,0,0,2025-09-06T21:45:35.975Z,,,,,
2025-09-07,07:47:01.726,3.4485154174035415e-05,-44.62367630004883,,,,,,,,,,,,,,,,,,,,0,0,0,0,2025-09-06T21:47:01.726Z,,,,,
2025-09-07,07:48:27.477,3.4444474295014516e-05,-44.62880325317383,,,,,,,,,,,,,,,,,,,,0,0,0,0,2025-09-06T21:48:27.477Z,,,,,
2025-09-07,07:49:53.227,3.4394211979815736e-05,-44.63514709472656,,,,,,,,,,,,,,,,,,,,0,0,0,0,2025-09-06T21:49:53.227Z,,,,,
